BR
11168
11136
11280
11216
11168
11152
11184
11216
11184
11216
11216
11200
11184
11216
11200
8432
8400
8400
8320
8352
8416
8432
8400
8384
8336
8416
8384
8400
8368
8432
8384
8384
8368
8352
8336
8448
8352
8400
8368
8368
8400
8416
8432
8400
8416
8368
8416
8336
8352
8448
8480
8432
8336
8368
8352
8384
8384
8368
8368
8400
8400
8368
8400
8400
8368
8384
8432
8400
8400
8384
8432
8352
8384
8352
8384
8384
8400
8352
8400
8416
8384
8352
8368
8432
8464
8400
8352
8400
8352
8368
8384
8336
8416
8464
8416
8416
8400
8352
8416
8400
8416
8416
8352
8384
8352
8336
8384
8400
8352
8400
8384
8368
8400
8400
8432
8352
8352
8400
8480
8416
8336
8368
8336
8384
8384
8400
8368
8432
8400
8384
8384
8384
8368
8368
8336
8400
8352
8368
8368
8416
8352
8368
8336
8368
8384
8368
8400
8368
8384
8320
8336
8368
8448
8400
8368
8336
8336
8320
8352
8320
8368
8368
8352
8368
8304
8336
8400
8368
8352
8352
8336
8352
8400
8352
8320
8368
8336
8400
8288
8384
8304
8368
8368
8384
8352
8320
8352
8448
8384
8320
8352
8352
8384
8336
8400
8368
8384
8352
8384
8384
8368
8368
8400
8352
8336
8336
8336
8336
8336
8336
8384
8352
8320
8400
8384
8400
8384
8352
8320
8368
8384
8432
8448
8400
8368
8368
8368
8336
8352
8400
8368
8336
8320
8352
8400
8384
8384
8384
8384
8368
8352
8336
8384
8368
8352
8384
8400
8352
8368
8368
8352
8432
8352
8352
8320
8384
8432
8368
8384
8368
8352
8352
8384
8336
8368
8368
8352
8400
8352
8352
8384
8368
8352
8352
8352
8384
8448
8400
8384
8368
8352
8416
8416
8448
8336
8368
8368
8320
8384
8464
8448
8416
8400
8336
8400
8432
8352
8368
8336
8368
8400
8384
8432
8432
8384
8416
8400
8368
8336
8416
8400
8368
8368
8384
8352
8400
8400
8368
8432
8400
8400
8384
8368
8352
8464
8400
8400
8288
8352
8384
8384
8400
8384
8384
8384
8368
8416
8368
8384
8400
8384
8416
8368
8384
8368
8320
8336
8336
8400
8352
8384
8384
8320
8368
8384
8384
8384
8368
8432
8416
8368
8336
8336
8352
8384
8400
8352
8400
8416
8368
8368
8352
8320
8352
8368
8368
8352
8384
8384
8384
8352
8352
8320
8384
8352
8384
8432
8368
8368
8384
8336
8336
8368
8480
8416
8368
8320
8400
8384
8384
8384
8368
8400
8384
8368
8384
8368
8352
8368
8320
8384
8304
8384
8400
8368
8400
8352
8368
8432
8384
8400
8416
8336
8336
8336
8384
8336
8464
8400
8336
8336
8352
8352
8336
8320
8352
8352
8368
8352
8320
8368
8400
8368
8432
8400
8368
8400
8384
8416
8304
8320
8400
8400
8336
8384
8384
8336
8336
8336
8288
8336
8416
8400
8384
8368
8336
8400
8368
8352
8368
8400
8400
8352
8368
8368
8336
8336
8352
8400
8320
8400
8352
8368
8368
8352
8384
8352
8368
8352
8352
8336
8352
8352
8352
8416
8368
8432
8384
8336
8368
8304
8416
8368
8368
8400
8352
8400
8368
8352
8352
8400
8416
8352
8352
8400
8352
8384
8384
8352
8368
8368
8384
8384
8400
8368
8384
8384
8416
8336
8416
8432
8464
8384
8304
8400
8416
8320
8368
8416
8416
8336
8400
8384
8384
8368
8320
8400
8336
8288
8224
8176
8192
8176
8096
8128
8016
7904
7872
7696
7552
7392
7296
7280
7216
7248
7232
7088
7024
7008
7008
6976
6976
6880
6944
6912
6832
6880
6912
6864
6848
6864
6896
6880
6848
6800
6736
6608
6480
6064
5840
5616
5488
5472
5392
5408
5408
5392
5408
5360
5504
5440
5456
5488
5504
5456
5488
5456
5472
5504
5424
5248
4960
4848
4720
4624
4576
4576
4544
4592
4624
4656
4688
4832
4912
5040
5136
5264
5312
5440
5456
5408
5472
5504
5472
5472
5424
5440
5504
5488
5456
5488
5488
5440
5504
5472
5520
5456
5520
5504
5536
5536
5536
5568
5536
5472
5568
5488
5536
5616
5584
5616
5600
5616
5600
5616
5648
5632
5680
5712
5696
5696
5712
5728
5712
5712
5696
5728
5744
5712
5712
5712
5696
5696
5600
5520
5520
5504
5472
5424
5424
5360
5360
5280
5248
5168
5104
5024
4864
4832
4784
4800
4720
4752
4720
4720
4752
4800
4832
4832
4832
4752
4800
4832
4896
5008
5040
5072
5072
5184
5280
5440
5600
5856
6032
6208
6416
6752
7152
7632
8032
8352
8544
8928
9200
9360
9696
10080
10608
11008
11392
11792
12176
12384
12480
12384
12400
12208
12048
11904
11680
11760
11760
11712
11584
11296
11200
10960
10864
10736
10672
10688
10816
10928
11040
11024
10880
10784
10496
10480
10448
11344
11968
12144
10624
10080
13040
16688
16848
16848
15936
15536
15360
14864
14832
15120
15024
14944
14752
14192
13856
15984
15520
18752
17984
19504
20112
20336
24096
23216
22880
23488
22560
22336
22304
22144
22112
22144
22096
22176
22480
22768
22928
22944
22912
22864
22832
22800
22720
23568
25728
27120
29152
30288
30544
30624
30640
30704
30800
30704
30704
30752
30848
30976
31008
30752
30512
30144
29936
29504
29104
28560
27872
27232
26864
26464
25984
25552
24944
24384
23904
23504
23168
22928
22720
22448
22112
21888
21920
21680
21520
21280
21056
20512
19664
18832
17920
17280
17024
16352
15872
15392
15088
14992
14992
15040
15040
15072
14848
14784
14704
14560
14592
14560
14496
14368
14400
14448
14416
14400
14384
14448
14416
14384
14384
14384
14272
14336
14320
14272
14064
13920
13728
13520
13456
13408
13392
13488
13616
13664
13648
13648
13648
13792
14000
14064
14080
14208
14288
14320
14304
14224
14080
14064
13968
13808
13744
13648
13584
13472
13456
13376
13296
13296
13344
13376
13328
13376
13376
13376
13360
13344
13472
13600
13616
13584
13632
13712
13824
13888
13984
14000
14064
14096
14144
14192
14240
14224
14288
14304
14352
14416
14464
14464
14512
14448
14544
14528
14528
14496
14592
14624
14560
14608
14608
14592
14656
14720
14768
14672
14640
14752
14720
14768
14720
14416
14128
13520
13168
12960
12848
12752
12720
12704
12608
12592
12512
12480
12480
12496
12544
12768
13040
13040
13136
13184
13360
13792
13968
14112
14496
15072
15952
17360
19312
21568
22144
21440
18960
18144
18816
19552
20288
20336
20224
19568
18912
18448
18144
17952
17744
17600
17520
17472
17376
17136
16944
16896
16784
16688
16496
16336
16272
16208
16336
16384
16368
16416
16816
17072
17824
18224
19008
19680
20352
20928
22080
23600
25984
27456
28416
27856
26176
23920
22704
22288
21680
21664
21184
20352
19952
19504
18480
17632
17136
16544
16240
15728
15440
15088
14672
14304
14448
14720
14704
14672
14560
14480
14512
14624
14816
14944
15264
15760
16032
16576
17184
17312
17632
17968
18176
18256
18224
18160
18112
17936
17696
17504
17424
17232
16944
16512
16000
15696
15312
15120
14720
14400
14128
13968
13904
13712
13568
13472
13424
13440
13392
13296
13184
13232
13200
12992
12928
12736
12592
12512
12384
12336
12224
12272
12320
12272
12320
12256
12176
12064
11824
11696
11536
11392
11248
11072
10912
10848
10736
10704
10656
10624
10592
10592
10544
10560
10544
10448
10496
10432
10432
10448
10400
10384
10384
10368
10336
10352
10320
10304
10256
10240
10144
10144
10080
9968
10016
10016
9984
9904
9872
9776
9760
9744
9712
9696
9728
9680
9680
9664
9600
9600
9520
9488
9472
9440
9392
9360
9360
9264
9184
9232
9184
9184
9104
9136
9040
9008
8928
8928
8848
8816
8784
8720
8608
8544
8576
8576
8544
8544
8528
8528
8480
8464
8448
8400
8416
8480
8528
8608
8656
8688
8752
8832
8960
9040
9104
9104
9104
9216
9264
9344
9392
9440
9472
9456
9616
9632
9600
9632
9664
9728
9792
9776
9808
9792
9760
9840
9888
9856
9952
10000
10064
10160
10208
10192
10256
10272
10240
10256
10176
10192
10192
10144
10128
10160
10176
10160
10128
10176
10224
10256
10128
10160
10160
10192
10192
10192
10160
10192
10176
10160
10128
10160
10144
10128
10096
10160
10128
10128
10128
10160
10160
10192
10112
10160
10224
10144
10256
10224
10224
10272
10272
10288
10288
10304
10240
10112
10048
10016
9984
9872
9856
9792
9728
9744
9744
9696
9744
9680
9680
9632
9632
9600
9552
9504
9488
9520
9472
9488
9440
9520
9472
9488
9520
9552
9504
9504
9584
9632
9600
9568
9552
9616
9632
9648
9696
9680
9680
9680
9648
9632
9664
9696
9728
9728
9744
9760
9760
9712
9760
9792
9792
9744
9760
9792
9792
9840
9840
9856
9824
9840
9840
9920
9920
9824
9792
9904
9872
9872
9856
9856
9840
9872
9904
9840
9936
9904
9872
9920
9904
9920
9936
9904
9968
9936
9920
9920
9968
9936
9952
9952
9888
9952
9920
9920
9936
10048
9936
9952
9920
9936
9968
9968
9968
10000
10000
10000
10032
10016
10016
10032
10032
10032
10032
10016
10064
10048
10064
10064
10064
10144
10096
10032
10064
10080
10080
10064
10064
10112
10096
10176
10112
10096
10048
10064
10096
10144
10112
10128
10128
10144
10144
10112
10160
10176
10224
10144
10160
10176
10128
10192
10208
10240
10208
10224
10208
10240
10192
10192
10224
10208
10128
10176
10176
10288
10272
10256
10176
10208
10256
10256
10224
10208
10304
