Yaw,Pitch,Roll,AX,AY,AZ,GX,GY,GZ
126.44,179.05,-134.41,141,-6006,-5881,-1,-1,0
126.44,179.06,-134.43,136,-5992,-5891,-1,-1,0
126.42,179.07,-134.44,134,-6004,-5904,-1,-1,-1
126.42,179.06,-134.47,135,-6012,-5919,-1,0,-1
126.42,179.05,-134.48,145,-6013,-5928,-1,0,-1
126.41,179.05,-134.49,145,-6013,-5919,-1,0,-1
126.41,179.04,-134.50,141,-6003,-5913,-1,0,-1
126.41,179.05,-134.50,145,-5998,-5911,-1,-1,-1
126.41,179.04,-134.52,142,-5992,-5911,-1,-1,-1
126.41,179.04,-134.52,137,-5998,-5910,-1,0,-1
126.40,179.04,-134.54,147,-5998,-5921,-1,0,-1
126.40,179.03,-134.55,145,-5997,-5934,-1,0,-1
126.39,179.03,-134.56,147,-5996,-5923,-1,0,-1
126.39,179.03,-134.56,149,-5993,-5924,-1,0,-1
126.39,179.03,-134.56,151,-5995,-5914,-1,-1,-1
126.39,179.03,-134.57,142,-5995,-5913,-1,-1,0
126.40,179.03,-134.57,143,-6000,-5913,0,-1,-1
126.40,179.02,-134.58,136,-5990,-5872,-2,0,-1
126.38,179.01,-134.63,133,-5980,-5870,-2,0,-1
126.36,178.99,-134.68,152,-5992,-5923,-2,0,-1
126.35,178.98,-134.71,160,-5998,-5975,-1,-1,0
126.35,178.99,-134.71,153,-5998,-5975,0,-1,0
126.35,179.00,-134.69,147,-5990,-5937,0,-1,0
126.37,179.00,-134.68,150,-5981,-5904,0,-1,0
126.37,179.00,-134.69,142,-5985,-5910,-1,-1,0
126.35,179.01,-134.70,151,-5985,-5923,-1,-1,0
126.35,179.01,-134.71,155,-5985,-5932,-1,-1,0
126.35,179.01,-134.71,148,-5984,-5933,-1,-1,0
126.35,179.01,-134.71,147,-5985,-5940,0,-1,0
126.35,179.01,-134.71,155,-5979,-5923,0,-1,0
126.35,179.02,-134.71,159,-5980,-5919,0,-1,0
126.35,179.02,-134.71,158,-5985,-5915,-1,-1,-1
126.35,179.01,-134.71,157,-5989,-5923,-1,-1,0
126.35,179.01,-134.72,152,-5988,-5931,-1,0,0
126.34,179.02,-134.72,146,-5986,-5935,-1,0,0
126.34,179.01,-134.73,136,-5981,-5939,0,0,-1
126.34,179.01,-134.72,143,-5974,-5948,0,0,-1
126.34,179.01,-134.72,141,-5976,-5946,0,0,0
126.34,179.01,-134.71,139,-5979,-5935,0,-1,0
126.35,179.02,-134.69,138,-5986,-5927,0,-1,0
126.35,179.01,-134.69,145,-5985,-5928,0,0,-1
126.35,179.01,-134.69,150,-5984,-5929,-1,0,-1
126.35,179.01,-134.70,154,-5983,-5917,-1,0,-1
126.35,179.01,-134.70,146,-5981,-5920,-1,0,0
126.35,179.02,-134.70,144,-5976,-5930,0,-1,0
126.35,179.02,-134.70,146,-5980,-5925,0,-1,-1
126.35,179.01,-134.70,147,-5980,-5924,0,0,-1
126.35,179.01,-134.70,136,-5984,-5929,-1,-1,0
126.35,179.02,-134.70,134,-5982,-5922,-1,-1,0
126.34,179.01,-134.71,136,-5984,-5932,-1,0,0
126.33,179.01,-134.71,143,-5988,-5930,-1,0,-1
126.33,179.01,-134.71,151,-5985,-5934,0,0,0
126.33,179.01,-134.71,149,-5981,-5937,0,0,0
126.33,179.01,-134.70,141,-5981,-5933,0,0,0
126.33,179.01,-134.70,139,-5977,-5933,0,-1,0
126.33,179.01,-134.70,145,-5980,-5929,0,0,0
126.33,179.01,-134.70,141,-5977,-5920,0,0,0
126.33,179.01,-134.70,148,-5982,-5925,0,0,0
126.33,179.01,-134.70,150,-5987,-5928,0,-1,0
126.33,179.01,-134.70,150,-5989,-5934,-1,-1,0
126.33,179.01,-134.70,148,-5987,-5936,0,-1,0
126.33,179.01,-134.70,143,-5989,-5935,0,-1,-1
126.33,179.01,-134.70,145,-5981,-5935,0,-1,0
126.33,179.01,-134.70,143,-5982,-5931,0,-1,0
126.33,179.01,-134.70,147,-5980,-5932,0,-1,0
126.33,179.01,-134.70,142,-5980,-5933,-1,-1,0
126.34,179.02,-134.70,146,-5978,-5936,-1,-1,0
126.34,179.02,-134.70,141,-5978,-5930,0,-1,-1
126.34,179.02,-134.70,142,-5981,-5934,0,-1,0
126.34,179.02,-134.70,146,-5983,-5943,0,-1,0
126.34,179.02,-134.70,151,-5975,-5941,0,-1,0
126.34,179.02,-134.70,152,-5984,-5935,0,-1,0
126.34,179.02,-134.70,152,-5985,-5938,0,-1,0
126.34,179.02,-134.70,150,-5980,-5932,0,-1,0
126.34,179.02,-134.70,149,-5980,-5926,0,-1,0
126.34,179.02,-134.70,151,-5983,-5932,0,-1,0
