RED,IR,EKG,TIME
30415,60577,10
30410,60585,9
30422,60581,8
30426,60580,5
30417,60544,5
30413,60590,5
30450,60591,8
30439,60632,5
30439,60632,5
30441,60632,13
30439,60640,5
30452,60651,8
30452,60648,5
30468,60655,5
30465,60663,5
30459,60655,8
30459,60655,5
30420,60652,5
30456,60652,8
30462,60643,5
30451,60640,5
30452,60634,5
30442,60632,8
30448,60640,5
30457,60633,5
30450,60643,8
30453,60637,5
30445,60624,5
30449,60621,8
30449,60621,5
30442,60617,5
30438,60624,5
30441,60634,8
30435,60594,5
30435,60599,5
30452,60607,8
30453,60603,5
30445,60604,5
30426,60584,5
30425,60586,8
30430,60585,5
30425,60594,5
30406,60537,8
30406,60537,5
30387,60491,5
30386,60476,8
30381,60493,5
30377,60481,5
30384,60482,5
30358,60485,8
30349,60479,5
30371,60473,5
30378,60480,8
30374,60490,5
30377,60488,5
30382,60500,5
30383,60504,8
30383,60504,5
30385,60513,5
30395,60508,8
30386,60523,5
30399,60517,5
30393,60534,8
30399,60563,5
30413,60601,5
30418,60579,5
30411,60551,8
30410,60556,5
30410,60563,5
30396,60538,8
30396,60538,5
30406,60543,5
30394,60546,5
30403,60531,8
30394,60513,5
30379,60470,5
30362,60437,8
30345,60414,5
30353,60428,5
30353,60443,5
30351,60424,8
30351,60424,5
30351,60418,5
30329,60386,8
30304,60345,5
30290,60314,5
30291,60291,8
30297,60282,5
30273,60247,5
30399,60563,5
30240,60157,8
30217,60104,5
30192,60060,5
30187,60054,8
30187,60054,5
30209,60089,5
30235,60135,5
30251,60168,8
30261,60123,5
30216,60075,5
30203,60050,4
30213,60093,1
30225,60079,2
30217,60074,5
30218,60071,5
30227,60088,5
30239,60089,4
30247,60076,4
30220,60045,5
30211,60030,5
30213,60012,5
30222,60020,4
30220,60023,5
30234,60046,5
30236,60062,5
30225,60030,5
30188,59943,4
30125,59809,5
30082,59750,5
30077,59725,5
30074,59730,5
30088,59737,5
30090,59773,4
30113,59807,5
30103,59796,5
30104,59802,5
30111,59788,4
30111,59790,5
30101,59774,5
30099,59779,5
