Yaw,Pitch,Roll,AX,AY,AZ,GX,GY,GZ
22.77,19.59,-59.31,2796,-6719,3997,-1,-1,-1
22.78,19.59,-59.32,2803,-6711,4015,-1,0,-1
22.79,19.59,-59.32,2800,-6717,4010,-1,0,-1
22.79,19.59,-59.33,2808,-6714,3988,-1,0,-1
22.80,19.59,-59.32,2789,-6707,3987,-1,0,-1
22.81,19.59,-59.33,2779,-6712,3988,-1,0,-1
22.81,19.59,-59.33,2788,-6724,4003,-1,0,-1
22.82,19.59,-59.33,2796,-6714,4013,-1,0,-1
22.83,19.59,-59.33,2783,-6717,4011,-1,0,-1
22.84,19.59,-59.34,2802,-6719,4007,-1,0,-1
22.84,19.59,-59.34,2788,-6721,3998,-1,0,-1
22.86,19.59,-59.34,2790,-6719,4003,-1,0,-1
22.87,19.60,-59.35,2805,-6721,4004,-1,0,-1
22.88,19.59,-59.36,2796,-6736,3994,-1,0,-1
22.87,19.58,-59.36,2791,-6728,3992,-1,0,-1
22.87,19.58,-59.38,2789,-6734,3986,-1,0,-1
22.87,19.58,-59.39,2776,-6736,3983,-1,0,-1
22.88,19.58,-59.38,2790,-6724,3994,-1,0,-1
22.89,19.59,-59.38,2790,-6720,4007,-1,0,-1
22.90,19.59,-59.38,2802,-6724,3997,-1,0,-1
22.92,19.60,-59.39,2809,-6722,3993,-1,0,-1
22.92,19.60,-59.38,2810,-6718,4004,-1,0,0
22.92,19.59,-59.39,2806,-6725,3999,-1,0,0
22.92,19.59,-59.39,2792,-6734,3992,0,0,-1
22.92,19.59,-59.38,2791,-6730,3998,-1,0,-1
22.93,19.58,-59.39,2781,-6733,3996,-1,0,-1
22.93,19.58,-59.40,2780,-6732,3974,-1,0,-1
22.93,19.57,-59.40,2780,-6730,3986,-1,0,-1
22.93,19.57,-59.40,2789,-6729,3999,-1,0,-1
22.94,19.57,-59.40,2789,-6722,4003,-1,0,-1
22.94,19.57,-59.39,2798,-6725,4000,-1,0,0
22.94,19.57,-59.40,2815,-6719,4011,-1,0,0
22.94,19.56,-59.41,2796,-6719,4006,-1,0,0
22.94,19.55,-59.41,2791,-6723,3997,-1,0,0
22.93,19.55,-59.42,2797,-6724,4002,-1,0,0
22.93,19.54,-59.44,2787,-6730,3988,-1,0,0
22.93,19.54,-59.45,2789,-6740,3979,-1,0,0
22.93,19.53,-59.46,2782,-6738,3991,-1,0,0
22.92,19.52,-59.47,2770,-6735,3983,-1,0,0
22.92,19.52,-59.49,2779,-6735,3982,-1,0,0
22.91,19.51,-59.50,2780,-6750,3964,-1,-1,0
22.91,19.52,-59.50,2786,-6749,3974,-1,-1,0
22.91,19.52,-59.50,2783,-6720,3981,0,0,0
22.92,19.52,-59.50,2783,-6723,3991,-1,-1,-1
22.92,19.52,-59.51,2787,-6738,3967,0,0,-1
22.92,19.53,-59.50,2791,-6736,3986,0,-1,-1
22.93,19.54,-59.49,2791,-6743,3978,0,0,-1
22.93,19.54,-59.49,2774,-6742,3984,0,-1,-1
22.94,19.55,-59.48,2781,-6741,3984,0,-1,-1
22.95,19.55,-59.47,2783,-6739,3979,0,-1,-1
22.96,19.56,-59.47,2788,-6739,3981,0,-1,-1
22.96,19.57,-59.46,2799,-6726,3984,0,-1,-1
22.97,19.58,-59.46,2799,-6727,3993,0,-1,-1
22.97,19.58,-59.44,2799,-6729,3995,0,-1,-1
22.98,19.59,-59.44,2794,-6729,4000,0,-1,-1
22.98,19.60,-59.43,2793,-6724,3982,0,-1,-1
22.99,19.60,-59.43,2789,-6723,3989,0,-1,-1
23.00,19.62,-59.43,2802,-6721,3980,0,-1,-1
23.00,19.62,-59.42,2806,-6725,3990,0,-1,-1
23.01,19.63,-59.41,2805,-6730,3986,0,-1,-1
23.02,19.64,-59.41,2807,-6718,3986,-1,-1,-1
23.02,19.64,-59.41,2799,-6717,3985,-1,-1,-1
23.01,19.64,-59.41,2794,-6739,3987,0,-1,-1
23.01,19.64,-59.41,2792,-6750,3988,0,-1,-1
23.02,19.65,-59.41,2793,-6739,3997,0,-1,-1
23.03,19.65,-59.40,2806,-6726,3994,0,-1,-1
23.03,19.66,-59.39,2804,-6719,3992,0,-1,-1
23.04,19.67,-59.38,2813,-6714,3981,0,0,-1
23.04,19.67,-59.37,2820,-6711,3998,0,-1,-1
23.04,19.68,-59.37,2815,-6721,4004,0,0,0
23.04,19.67,-59.37,2806,-6727,4000,0,0,0
23.04,19.67,-59.37,2793,-6727,3997,0,-1,0
23.04,19.67,-59.36,2784,-6726,3986,0,-1,-1
23.04,19.67,-59.36,2781,-6720,3980,0,-1,-1
23.05,19.68,-59.35,2804,-6716,3983,0,-1,-1
23.05,19.69,-59.34,2799,-6716,3992,0,-1,-1
23.05,19.69,-59.34,2817,-6713,4001,0,-1,-1
23.06,19.70,-59.33,2814,-6717,4003,0,-1,-1
23.06,19.70,-59.32,2814,-6716,3998,0,-1,-1
23.06,19.70,-59.32,2807,-6707,4007,0,-1,0
23.06,19.70,-59.31,2801,-6707,4001,0,-1,0
23.06,19.70,-59.31,2797,-6707,4002,0,-1,-1
23.06,19.71,-59.31,2798,-6718,4009,0,-1,-1
23.07,19.71,-59.31,2811,-6711,4003,0,-1,-1
23.07,19.72,-59.31,2808,-6710,4000,-1,-1,-1
23.07,19.72,-59.31,2801,-6718,3991,0,-1,-1
23.08,19.73,-59.30,2797,-6717,3990,0,-1,-1
23.08,19.73,-59.30,2804,-6720,3989,0,0,-1
23.08,19.72,-59.29,2801,-6724,3982,0,-1,-1
23.08,19.73,-59.28,2814,-6711,3996,0,-1,-1
23.08,19.73,-59.27,2809,-6706,4006,0,-1,-1
23.08,19.73,-59.26,2808,-6700,4006,0,-1,0
23.08,19.73,-59.25,2811,-6702,4022,0,-1,0
23.08,19.74,-59.24,2813,-6702,4007,0,0,0
23.09,19.74,-59.23,2817,-6713,4017,0,-1,-1
23.09,19.74,-59.23,2805,-6713,4009,0,-1,-1
23.08,19.74,-59.23,2795,-6716,3993,0,-1,-1
23.09,19.75,-59.22,2805,-6715,3999,0,-1,-1
23.09,19.75,-59.21,2810,-6712,3998,0,-1,-1
23.09,19.76,-59.20,2824,-6707,3995,0,-1,-1
23.10,19.77,-59.19,2823,-6704,4014,0,-1,0
23.10,19.77,-59.17,2829,-6697,4024,0,-1,0
23.10,19.77,-59.17,2828,-6698,4028,0,-1,0
23.10,19.77,-59.16,2816,-6705,4028,0,-1,-1
23.10,19.78,-59.16,2809,-6707,4021,0,-1,-1
23.10,19.78,-59.15,2814,-6705,4023,0,-1,-1
23.10,19.78,-59.14,2810,-6705,4027,0,-1,-1
23.10,19.78,-59.13,2806,-6699,4027,0,-1,0
23.10,19.77,-59.12,2803,-6692,4029,0,-1,-1
23.10,19.78,-59.12,2813,-6701,4020,0,-1,-1
23.10,19.79,-59.12,2817,-6707,4020,0,-1,-1
23.10,19.79,-59.11,2822,-6703,4012,0,-1,-1
23.11,19.79,-59.11,2819,-6703,4022,0,-1,-1
23.11,19.80,-59.10,2822,-6695,4026,0,-1,-1
23.12,19.80,-59.09,2826,-6691,4024,0,-1,-1
23.12,19.81,-59.09,2831,-6687,4028,0,-1,0
23.12,19.81,-59.08,2832,-6699,4031,0,-1,0
23.11,19.80,-59.08,2824,-6705,4021,0,0,0
