Yaw,Pitch,Roll,AX,AY,AZ,GX,GY,GZ
124.51,179.16,-134.78,134,-5966,-5922,-1,0,-1
124.51,179.16,-134.78,136,-5967,-5925,-1,-1,-1
124.51,179.15,-134.78,133,-5974,-5923,0,0,0
124.51,179.15,-134.78,132,-5970,-5932,-1,0,-1
124.51,179.15,-134.78,130,-5971,-5933,-1,-1,0
124.51,179.15,-134.79,126,-5975,-5932,-1,0,-1
124.51,179.15,-134.79,124,-5971,-5932,-1,-1,-1
124.51,179.15,-134.79,131,-5969,-5937,-1,-1,0
124.51,179.15,-134.79,127,-5980,-5949,0,0,0
124.51,179.15,-134.78,122,-5977,-5937,-1,-1,0
124.51,179.15,-134.78,117,-5978,-5933,-1,0,-1
124.51,179.15,-134.79,118,-5977,-5934,-1,0,-1
124.51,179.15,-134.79,127,-5974,-5928,-1,-1,-1
124.51,179.15,-134.79,130,-5974,-5926,-1,-1,-1
124.51,179.15,-134.79,126,-5967,-5925,0,0,0
124.51,179.15,-134.79,126,-5972,-5925,0,-1,0
124.51,179.15,-134.78,129,-5975,-5925,0,-1,0
124.51,179.15,-134.78,122,-5979,-5930,0,0,-1
124.51,179.15,-134.78,118,-5985,-5933,-1,-1,-1
124.51,179.15,-134.78,119,-5986,-5930,-1,-1,-1
124.51,179.15,-134.78,122,-5986,-5941,-1,-1,0
124.51,179.15,-134.79,121,-5981,-5939,-1,-1,-1
124.51,179.15,-134.79,118,-5970,-5947,-1,0,-1
124.51,179.15,-134.79,116,-5969,-5946,-1,0,-1
124.51,179.15,-134.79,120,-5968,-5940,0,0,0
124.51,179.15,-134.79,118,-5966,-5937,0,0,0
124.50,179.16,-134.79,120,-5968,-5941,0,-1,0
124.50,179.16,-134.79,119,-5973,-5932,-1,0,0
124.50,179.16,-134.79,119,-5982,-5932,0,0,0
124.50,179.15,-134.78,129,-5978,-5928,0,-1,-1
124.50,179.15,-134.78,130,-5977,-5922,-1,-1,-1
124.50,179.16,-134.79,125,-5981,-5932,-1,0,-1
124.50,179.16,-134.79,121,-5978,-5930,0,-1,-1
