Yaw,Pitch,Roll,AX,AY,AZ,GX,GY,GZ
-158.26,25.63,-79.06,3616,-7367,1425,-1,0,-1
-158.26,25.63,-79.06,3613,-7371,1423,0,0,-1
-158.26,25.63,-79.05,3602,-7360,1436,-1,0,0
-158.26,25.63,-79.06,3605,-7363,1427,-1,0,0
-158.26,25.63,-79.06,3598,-7359,1430,-1,0,0
-158.26,25.63,-79.07,3603,-7366,1431,-1,-1,0
-158.26,25.62,-79.08,3605,-7367,1423,-1,-1,0
-158.26,25.62,-79.09,3598,-7370,1413,-1,0,0
-158.25,25.62,-79.10,3602,-7378,1414,-1,-1,-1
-158.25,25.62,-79.10,3611,-7383,1412,-1,0,-1
-158.25,25.62,-79.11,3603,-7383,1410,-1,0,-1
-158.24,25.63,-79.11,3618,-7384,1410,-1,0,0
-158.25,25.62,-79.11,3610,-7377,1398,-1,0,0
-158.24,25.63,-79.12,3605,-7375,1396,-1,0,0
-158.24,25.62,-79.12,3609,-7377,1402,0,0,0
-158.24,25.62,-79.12,3604,-7380,1417,-1,0,-1
-158.25,25.61,-79.11,3600,-7373,1419,-1,0,0
-158.25,25.61,-79.11,3600,-7370,1415,-1,0,0
-158.25,25.60,-79.11,3597,-7375,1422,-1,0,0
-158.25,25.60,-79.12,3586,-7370,1415,-1,0,-1
-158.25,25.61,-79.12,3593,-7372,1426,-1,0,-1
-158.24,25.61,-79.12,3594,-7371,1424,-1,0,-1
-158.24,25.61,-79.13,3596,-7379,1404,-1,0,-1
-158.23,25.61,-79.14,3612,-7380,1409,-1,0,-1
-158.23,25.61,-79.15,3610,-7371,1406,-1,0,0
-158.22,25.60,-79.16,3616,-7392,1392,-1,0,0
-158.23,25.59,-79.17,3594,-7379,1387,0,0,0
-158.26,25.57,-79.17,3574,-7371,1413,-1,-1,-1
-158.23,25.57,-79.20,3625,-7396,1378,-1,0,0
-158.25,25.56,-79.19,3590,-7379,1393,0,0,0
-158.26,25.55,-79.19,3575,-7395,1406,-1,-1,-1
-158.25,25.55,-79.20,3613,-7380,1387,0,1,0
-158.27,25.54,-79.18,3578,-7363,1423,-1,0,-1
-158.26,25.54,-79.20,3582,-7381,1370,0,0,0
-158.26,25.54,-79.17,3599,-7356,1440,0,0,-1
-158.26,25.54,-79.18,3578,-7362,1404,-1,0,-1
-158.25,25.54,-79.18,3593,-7382,1402,0,0,0
-158.26,25.54,-79.19,3576,-7369,1399,-1,-1,-1
-158.25,25.55,-79.19,3607,-7368,1409,0,0,0
-158.26,25.53,-79.19,3584,-7369,1406,-1,0,-1
-158.25,25.54,-79.22,3584,-7391,1378,-1,-1,-1
-158.24,25.55,-79.21,3594,-7388,1411,-1,0,-1
-158.24,25.55,-79.22,3585,-7393,1399,-1,0,-1
-158.22,25.56,-79.21,3600,-7381,1405,-1,0,-1
-158.22,25.56,-79.22,3593,-7393,1392,-1,0,-1
-158.21,25.56,-79.22,3601,-7390,1385,-1,0,-1
-158.22,25.56,-79.22,3588,-7374,1393,0,0,-1
-158.22,25.55,-79.22,3595,-7381,1391,0,0,0
-158.22,25.56,-79.22,3594,-7373,1396,-1,0,0
-158.22,25.55,-79.23,3601,-7387,1393,-1,0,0
-158.23,25.55,-79.22,3597,-7386,1401,0,0,0
-158.23,25.55,-79.22,3596,-7383,1407,-1,0,0
-158.23,25.55,-79.22,3590,-7389,1408,-1,0,-1
-158.23,25.55,-79.22,3591,-7377,1404,-1,0,-1
-158.22,25.55,-79.22,3585,-7375,1394,-1,0,-1
-158.22,25.55,-79.23,3589,-7385,1378,0,-1,0
