Yaw,Pitch,Roll,AX,AY,AZ,GX,GY,GZ
-151.35,34.42,-77.17,4696,-6677,1541,0,0,-1
-151.35,34.43,-77.16,4699,-6680,1540,0,0,0
-151.35,34.42,-77.17,4706,-6681,1540,0,0,0
-151.36,34.43,-77.15,4705,-6677,1546,0,0,0
-151.37,34.42,-77.14,4708,-6681,1544,0,0,0
-151.37,34.42,-77.14,4704,-6683,1540,0,0,0
-151.36,34.43,-77.13,4702,-6683,1539,0,0,0
-151.36,34.43,-77.13,4700,-6679,1546,0,0,-1
-151.36,34.43,-77.13,4706,-6671,1541,-1,-1,0
-151.36,34.43,-77.13,4699,-6670,1543,0,-1,0
-151.36,34.43,-77.12,4700,-6671,1538,0,0,0
-151.37,34.43,-77.10,4696,-6679,1553,0,0,0
-151.38,34.43,-77.10,4695,-6677,1547,0,0,0
-151.38,34.42,-77.09,4695,-6677,1542,0,0,0
-151.38,34.42,-77.09,4700,-6673,1546,0,0,0
-151.38,34.43,-77.08,4696,-6669,1545,0,0,0
-151.39,34.43,-77.07,4698,-6666,1549,0,0,-1
-151.39,34.43,-77.07,4702,-6671,1553,0,0,-1
-151.39,34.43,-77.06,4701,-6673,1552,0,0,0
-151.39,34.43,-77.06,4699,-6670,1555,0,-1,0
-151.40,34.43,-77.05,4697,-6672,1552,0,0,0
-151.40,34.43,-77.05,4697,-6670,1556,0,0,-1
-151.40,34.43,-77.05,4697,-6671,1550,0,0,0
-151.40,34.43,-77.04,4695,-6677,1548,0,0,-1
-151.41,34.42,-77.03,4701,-6677,1552,0,0,-1
-151.41,34.42,-77.02,4702,-6685,1553,0,0,-1
-151.41,34.42,-77.02,4704,-6678,1554,0,0,0
-151.41,34.43,-77.02,4706,-6677,1560,0,0,-1
-151.41,34.43,-77.01,4702,-6678,1558,0,0,-1
-151.41,34.43,-77.01,4702,-6684,1556,0,-1,-1
-151.41,34.43,-77.01,4698,-6676,1552,-1,-1,-1
-151.42,34.43,-77.00,4694,-6675,1554,0,0,0
-151.42,34.43,-77.00,4703,-6674,1553,0,0,0
-151.42,34.43,-76.98,4707,-6672,1562,0,0,-1
-151.42,34.43,-76.98,4705,-6671,1564,0,-1,0
-151.43,34.43,-76.97,4698,-6675,1569,0,0,0
-151.42,34.43,-76.96,4698,-6672,1563,0,0,-1
-151.42,34.43,-76.96,4702,-6671,1570,0,0,-1
-151.42,34.43,-76.96,4705,-6672,1569,-1,-1,0
-151.42,34.43,-76.96,4707,-6667,1571,0,-1,0
-151.43,34.43,-76.95,4701,-6670,1568,0,0,0
-151.43,34.44,-76.94,4701,-6674,1566,0,0,-1
-151.43,34.43,-76.94,4700,-6667,1567,0,0,0
-151.44,34.43,-76.93,4700,-6670,1570,0,0,-1
-151.44,34.43,-76.92,4696,-6670,1567,0,-1,-1
-151.43,34.44,-76.93,4703,-6668,1569,-1,-1,-1
-151.43,34.44,-76.92,4706,-6661,1574,0,-1,0
-151.43,34.44,-76.91,4705,-6660,1584,-1,-1,0
-151.43,34.44,-76.91,4703,-6663,1569,-1,-1,0
-151.43,34.44,-76.91,4706,-6667,1565,-1,0,0
