Yaw,Pitch,Roll,AX,AY,AZ,GX,GY,GZ
66.18,-177.41,-107.20,-376,-8042,-2487,-1,0,-1
66.20,-177.40,-107.20,-384,-8036,-2493,-1,0,0
66.21,-177.41,-107.21,-380,-8037,-2492,-1,-1,0
66.20,-177.40,-107.20,-377,-8029,-2487,-1,-1,0
66.21,-177.41,-107.21,-375,-8037,-2500,-1,0,0
66.21,-177.41,-107.21,-375,-8030,-2502,-1,0,0
66.19,-177.41,-107.21,-378,-8036,-2497,0,0,-1
66.19,-177.41,-107.21,-382,-8040,-2503,0,-1,-1
66.19,-177.41,-107.21,-385,-8035,-2500,0,0,-1
66.19,-177.41,-107.21,-378,-8036,-2501,0,0,-1
66.19,-177.41,-107.21,-382,-8033,-2494,-1,0,0
66.19,-177.41,-107.21,-379,-8034,-2492,-1,0,-1
66.19,-177.41,-107.21,-374,-8031,-2487,-1,-1,0
66.19,-177.41,-107.21,-378,-8037,-2499,0,0,0
66.19,-177.41,-107.21,-380,-8030,-2495,0,0,-1
66.19,-177.41,-107.21,-381,-8025,-2487,0,0,0
66.19,-177.41,-107.21,-384,-8029,-2484,-1,-1,0
66.19,-177.41,-107.21,-384,-8030,-2484,-1,-1,-1
66.19,-177.41,-107.21,-387,-8026,-2495,-1,0,-1
66.19,-177.41,-107.22,-385,-8037,-2503,0,0,-1
66.19,-177.41,-107.22,-383,-8042,-2497,0,0,-1
66.19,-177.41,-107.21,-378,-8037,-2493,0,-1,0
66.19,-177.41,-107.21,-383,-8030,-2487,0,-1,0
66.19,-177.41,-107.21,-377,-8026,-2496,-1,0,0
66.19,-177.41,-107.21,-383,-8031,-2495,-1,0,-1
66.19,-177.41,-107.22,-378,-8039,-2497,-1,0,-1
66.20,-177.42,-107.22,-377,-8042,-2512,-1,0,-1
66.20,-177.42,-107.22,-375,-8049,-2511,0,0,0
66.20,-177.42,-107.22,-380,-8038,-2500,0,0,-1
66.18,-177.42,-107.22,-381,-8029,-2493,0,0,-1
66.18,-177.42,-107.22,-378,-8029,-2489,-1,0,-1
66.18,-177.42,-107.22,-378,-8031,-2481,-1,0,0
