RED,IR,EKG,TIME
36020,67644,8
36013,67629,7
36021,67629,8
35989,67608,5
36013,67605,7
35956,67530,8
35956,67530,9
35956,67521,7
35956,67477,8
35977,67561,9
35977,67561,8
35975,67525,5
35990,67577,7
36011,67632,8
36034,67612,5
36016,67627,7
36042,67703,8
36042,67703,7
36051,67686,7
36065,67732,8
36071,67741,7
36070,67792,5
36095,67782,8
36095,67782,7
36060,67786,5
36095,67784,8
36102,67792,7
36112,67806,7
36082,67754,10
36082,67754,5
36072,67744,5
36070,67695,8
36067,67706,7
36054,67717,8
36094,67706,7
36036,67665,7
36036,67665,10
35992,67664,5
36036,67674,5
36037,67678,8
36033,67680,7
36038,67715,5
36061,67747,8
36061,67747,7
36036,67757,9
36083,67768,10
36115,67837,9
36115,67837,10
36113,67846,9
36136,67876,10
36136,67876,5
36149,67876,5
36136,67876,10
36128,67868,5
36134,67851,7
36132,67864,8
36091,67786,5
36091,67786,7
36089,67772,8
36071,67739,5
36071,67740,7
36078,67734,8
36081,67723,5
36045,67708,7
36040,67691,8
36040,67691,5
36038,67624,7
36035,67674,8
36032,67682,9
36027,67669,8
36027,67669,5
36057,67669,7
36010,67659,7
36003,67630,5
36006,67622,7
36038,67613,8
35996,67607,5
35978,67595,7
36009,67626,8
36009,67626,5
36008,67617,7
35969,67658,8
36013,67678,5
36033,67683,7
36036,67708,8
36034,67715,5
36071,67771,7
36071,67771,8
36087,67804,5
36077,67791,7
36126,67791,6
36085,67794,1
36080,67788,2
36089,67794,5
36109,67803,5
36088,67800,5
36087,67799,5
36094,67807,4
36100,67801,5
36090,67807,5
36093,67805,5
36084,67803,5
36090,67770,4
36078,67788,5
36075,67788,5
36073,67770,5
36066,67721,5
36070,67770,4
36062,67755,5
36063,67750,5
36058,67711,5
36058,67729,5
36046,67723,5
36040,67718,4
36037,67724,5
36045,67706,5
36039,67710,4
36042,67702,4
36044,67759,5
36034,67717,5
36042,67721,5
36039,67716,4
36043,67767,5
36058,67725,5
36061,67748,5
36066,67753,5
36067,67779,4
36071,67777,5
36078,67783,5
36076,67787,5
36083,67797,5
36076,67792,4
36082,67802,5
36085,67797,5
36081,67807,5
36093,67806,5
36095,67815,6
36087,67817,3
36092,67802,5
36087,67804,5
36079,67799,4
36092,67804,4
36090,67805,5
36084,67790,5
36086,67790,5
36084,67789,4
36085,67789,5
36070,67780,5
36075,67774,5
36078,67769,5
36075,67762,4
36069,67761,5
36067,67759,5
36071,67762,5
36071,67766,5
36066,67764,4
36071,67759,5
36064,67761,5
36070,67767,5
36079,67766,5
36080,67779,4
36071,67772,6
36082,67776,4
36085,67780,5
36075,67775,4
36077,67754,4
36064,67741,5
36066,67735,5
36056,67728,5
36054,67710,4
36041,67709,5
36045,67710,5
36045,67718,5
36050,67725,5
36057,67731,4
36052,67733,5
36058,67739,5
36064,67750,5
36070,67752,5
36080,67768,4
36090,67782,5
36095,67802,5
36104,67817,5
36103,67821,5
36115,67838,4
36118,67846,5
36126,67861,5
36130,67876,5
36142,67880,5
36158,67897,4
36151,67896,5
36141,67908,5
36152,67907,5
36151,67898,4
36153,67899,5
36163,67908,5
36157,67911,5
36160,67925,5
36155,67917,4
36164,67925,5
36159,67920,5
36162,67927,5
36166,67920,5
36161,67912,4
36162,67909,5
36155,67917,5
36153,67902,5
36153,67904,5
36155,67908,4
36153,67901,5
36157,67895,5
36118,67884,5
36143,67877,5
36141,67872,4
36130,67866,5
36098,67863,5
36137,67866,5
36126,67858,4
36125,67852,4
36086,67843,5
36119,67841,5
36117,67844,5
36127,67842,4
36138,67852,5
36122,67854,5
36128,67855,5
36121,67862,5
36160,67858,4
36130,67864,6
36139,67877,4
36130,67871,5
36173,67886,5
36146,67892,6
36145,67903,3
36155,67910,5
36171,67918,5
36162,67919,5
36161,67925,4
36168,67937,5
36171,67921,5
36166,67928,5
36169,67928,4
36173,67931,4
36166,67879,5
36157,67895,5
36155,67897,5
36138,67889,4
36133,67836,5
36128,67859,5
36118,67846,5
36114,67838,5
36110,67822,4
36112,67821,5
36103,67816,6
36099,67799,4
36106,67831,5
36097,67802,4
36106,67812,5
36106,67822,5
36114,67870,5
36127,67837,5
36115,67841,4
36119,67845,5
36114,67876,5
36127,67841,5
36123,67843,4
36116,67811,4
36099,67822,5
36106,67798,5
36091,67784,5
36094,67772,4
36081,67769,5
36084,67756,5
36067,67748,5
36075,67749,5
36074,67759,4
36074,67763,5
36082,67767,5
36084,67766,6
36075,67770,4
36091,67776,4
36093,67790,5
36098,67801,5
36100,67816,5
36107,67835,5
36120,67828,4
36129,67852,5
36136,67867,5
36141,67873,5
36144,67886,4
36146,67899,4
36158,67903,5
36166,67915,5
36154,67919,5
36158,67928,4
36164,67930,5
36173,67924,5
36161,67937,5
36166,67931,5
36172,67939,5
36175,67944,4
36194,67956,5
36189,67968,5
36189,67965,6
36188,67963,3
36189,67966,5
36185,67960,5
36191,67955,5
36179,67956,5
36177,67958,4
36180,67953,5
36186,67948,5
36180,67952,5
36176,67946,5
36171,67938,4
36179,67932,5
36178,67932,5
36173,67920,5
36162,67907,4
36162,67911,4
36167,67917,5
36160,67905,8
36159,67907,2
36162,67910,4
36142,67913,6
36163,67916,4
36168,67917,5
36161,67922,5
36173,67927,6
36175,67922,3
36168,67939,5
36176,67944,5
36177,67951,5
36181,67946,4
36177,67946,5
36187,67968,5
36185,67967,5
36197,67983,5
36197,67975,4
36202,67995,5
36200,67997,5
36217,68000,5
36209,67997,4
36210,67994,4
36204,67994,5
36208,67995,5
36213,67996,5
36217,68002,4
36199,68004,5
36215,68007,6
36209,68001,4
36214,68004,5
36180,67999,4
36209,68001,5
36206,67998,5
36218,67995,5
36162,67999,5
36200,67984,4
36206,67986,5
36208,67992,5
36188,67983,5
36200,67984,5
36205,67981,4
36196,67976,5
36235,67966,5
36194,67964,5
36192,67967,4
36185,67957,4
36238,67953,5
36181,67949,5
36169,67940,5
36176,67918,4
36180,67903,5
36149,67891,5
36136,67869,6
36141,67853,4
36129,67836,4
36109,67818,5
36103,67799,5
36094,67789,5
36089,67761,5
36097,67782,4
36085,67773,5
36097,67781,5
36097,67746,5
36093,67792,5
36107,67796,4
36106,67799,5
36108,67774,5
36112,67816,5
36124,67840,5
36125,67852,4
36133,67874,5
36138,67877,5
36146,67877,5
36151,67881,5
36151,67915,4
36138,67858,5
36130,67840,5
36127,67836,6
36115,67867,3
36104,67801,5
36106,67791,5
36097,67783,5
36097,67799,5
36098,67780,4
36093,67782,5
36097,67777,5
36104,67786,5
36105,67786,5
36107,67795,4
36124,67804,5
36105,67805,5
36118,67806,5
36119,67815,5
36127,67828,4
36121,67833,5
36131,67845,5
36130,67855,5
36142,67861,4
36144,67877,5
36156,67892,4
36161,67898,5
36158,67912,5
36174,67923,4
36182,67934,5
36181,67937,5
36193,67951,5
36189,67958,5
36196,67968,4
36201,67972,5
36209,67969,5
36207,67977,5
36208,67975,5
36202,67990,4
36207,67980,5
36206,67983,5
36208,67993,5
36204,67980,5
36203,67968,4
36201,67982,5
36207,67968,5
36201,67979,5
36188,67965,4
36205,67960,4
36192,67956,6
36197,67960,4
36186,67943,5
36190,67946,4
36185,67939,5
36188,67938,5
36190,67941,5
36184,67935,5
36179,67939,4
36187,67940,5
36189,67935,5
36185,67938,5
36188,67942,5
36182,67943,4
36188,67949,5
36195,67946,5
36192,67949,5
36184,67954,5
36197,67959,4
36187,67958,5
36195,67962,5
36197,67969,5
36197,67969,5
36196,67968,4
36201,67979,5
36204,67984,6
36194,67983,4
36215,67979,4
36210,67993,5
36205,68002,5
36208,67991,5
36206,67990,5
36218,68001,4
36222,68000,5
36211,67992,5
36214,67998,5
36215,67990,5
36215,67998,4
36210,67992,5
36208,67986,5
36199,67981,5
36204,67985,5
36192,67978,5
36195,67967,4
36175,67952,5
36194,67954,5
36195,67950,5
36191,67943,4
36154,67941,5
36185,67940,5
36185,67927,5
36171,67921,4
36137,67918,4
36168,67900,5
36162,67897,5
36155,67883,5
36149,67862,4
36146,67858,5
36138,67835,5
36129,67819,5
36161,67804,5
36097,67783,4
36098,67757,5
36087,67743,5
36118,67731,5
36069,67719,5
36064,67725,4
36062,67715,5
36075,67715,5
36071,67714,5
36072,67722,5
36065,67715,5
36074,67719,4
36064,67722,5
36082,67731,5
36075,67735,4
36079,67715,4
36087,67748,5
36084,67754,5
36084,67754,5
36082,67715,4
36081,67742,5
36075,67730,5
36065,67716,5
36058,67681,5
36051,67687,4
36044,67668,6
36042,67659,4
36030,67681,5
36028,67653,5
36037,67656,4
36035,67657,5
36036,67709,5
36032,67664,5
36046,67672,5
36045,67684,4
36058,67730,6
36054,67701,4
36073,67722,5
36085,67742,5
36094,67767,4
36090,67778,5
36111,67793,5
36114,67811,5
36119,67836,4
36128,67847,5
36138,67863,5
36157,67872,5
36156,67897,5
36165,67896,4
36168,67906,5
36168,67911,5
36172,67923,5
36181,67938,5
36180,67935,4
36177,67942,5
36186,67944,5
36188,67954,5
36187,67957,5
36192,67955,4
36187,67956,5
36185,67954,5
36189,67948,5
36190,67952,5
36183,67939,4
36185,67938,5
36178,67940,5
36186,67922,5
36173,67931,4
36177,67926,4
36165,67920,5
36168,67911,5
36167,67902,5
36163,67891,4
36156,67890,5
36156,67888,5
36154,67892,5
36158,67898,5
36156,67899,5
36154,67898,4
36152,67900,5
36160,67904,5
36154,67906,6
36166,67905,3
36169,67916,5
36170,67927,5
36169,67939,5
36175,67941,5
36181,67965,4
36187,67957,5
36189,67972,5
36192,67958,5
36193,67983,5
36202,67981,4
36193,67988,5
36202,67992,5
36207,68009,5
36213,68001,4
36215,68012,5
36221,68012,5
36222,68018,5
36224,68019,5
36223,68023,4
36226,68012,6
36213,68022,4
36216,68016,5
36220,68008,5
36209,68000,6
36204,67990,3
36202,67987,5
36198,67975,5
36183,67963,5
36185,67949,4
36173,67935,5
36174,67930,5
36167,67917,5
36163,67909,5
36160,67912,4
36159,67907,5
36164,67896,5
36152,67890,5
36150,67886,4
36155,67894,4
36152,67886,5
36151,67894,5
36123,67900,5
36153,67904,4
36151,67904,5
36161,67899,6
36121,67904,4
36151,67901,5
36152,67883,4
36138,67866,5
36112,67858,5
36130,67845,5
36112,67833,5
36116,67820,4
36126,67808,5
36108,67809,5
36111,67821,5
36114,67817,5
36153,67834,4
36116,67834,5
36118,67825,5
36120,67839,5
36152,67839,4
36126,67849,4
36131,67865,5
36134,67853,5
36136,67846,5
36125,67854,4
36121,67842,5
36118,67832,5
36112,67819,6
36115,67826,4
36113,67822,4
36105,67821,5
36104,67778,5
36094,67810,5
36108,67797,5
36088,67804,4
36084,67753,5
36082,67790,5
36088,67789,5
36087,67783,5
36080,67774,4
36085,67774,5
36081,67768,5
36071,67759,5
36058,67801,5
36061,67755,4
36051,67741,5
36049,67741,5
36041,67776,5
36041,67724,5
36045,67705,4
36035,67695,5
36029,67711,5
36019,67683,6
36019,67666,3
36011,67652,5
36000,67651,5
35993,67643,5
35990,67639,5
35995,67630,4
35994,67634,5
35988,67628,5
35995,67628,5
35989,67625,5
35987,67627,4
35997,67635,5
35992,67625,5
35982,67627,5
35977,67615,5
35979,67616,4
35975,67611,5
35969,67609,5
35967,67605,5
35967,67592,4
35956,67586,5
35951,67571,4
35937,67569,5
35943,67568,5
35928,67554,4
35935,67551,5
35930,67538,5
35913,67531,5
35923,67525,5
35911,67516,4
35899,67502,5
35902,67490,5
35891,67487,5
35883,67472,5
35879,67468,4
35877,67456,5
35878,67448,5
35878,67449,5
35870,67439,5
35870,67444,4
35866,67436,5
35858,67432,5
35867,67420,5
35857,67423,4
35854,67421,4
35862,67428,6
35861,67425,4
35863,67423,5
35858,67428,4
35862,67424,5
35855,67424,5
35854,67415,5
35841,67391,5
35840,67388,4
35823,67369,5
35817,67346,6
35809,67332,4
35802,67318,5
35798,67302,4
35792,67297,5
35788,67302,5
35787,67284,5
35779,67284,5
35771,67272,4
35783,67278,5
35776,67271,5
35787,67276,5
35778,67282,4
35772,67274,4
35778,67283,5
35778,67281,6
35780,67278,4
35771,67279,4
35774,67277,5
35770,67271,5
35777,67270,5
35770,67260,5
35768,67259,4
35761,67260,5
35762,67257,5
35757,67242,5
35751,67249,5
35747,67233,4
35737,67239,5
35758,67233,5
35757,67241,5
35753,67236,5
35722,67245,4
35746,67225,5
35740,67223,5
35748,67215,5
35700,67214,5
35729,67210,4
35740,67216,5
35735,67202,5
35724,67212,5
35730,67196,4
35731,67204,4
35721,67195,5
35753,67203,5
35734,67203,5
35734,67205,4
35725,67206,5
35772,67201,5
35731,67201,5
35734,67213,5
35736,67203,4
35751,67214,5
35735,67221,5
35740,67224,5
35738,67220,5
35751,67220,4
35736,67225,5
35752,67223,5
35740,67232,5
35744,67213,5
35747,67232,5
35748,67226,4
35742,67233,5
35747,67201,5
35740,67225,4
35752,67228,4
35753,67231,5
35744,67206,5
35747,67237,5
35751,67244,5
35743,67236,4
35743,67246,5
35746,67238,5
35746,67237,5
35750,67237,4
35747,67275,5
35743,67229,5
35745,67232,5
35752,67238,5
35753,67278,4
35750,67228,5
35753,67241,5
35751,67239,5
35748,67256,5
35762,67254,4
35757,67255,7
35763,67270,3
35774,67290,5
35769,67291,5
35785,67288,4
35786,67311,5
35785,67305,5
35786,67296,5
35787,67302,4
35781,67278,5
35774,67289,5
35773,67278,5
35775,67277,5
35772,67278,4
35777,67280,5
35785,67290,5
35783,67298,5
35790,67297,5
35785,67305,4
35794,67306,5
35800,67318,5
35795,67324,5
35796,67334,5
35803,67334,4
35818,67342,5
35824,67353,6
35814,67358,4
35820,67355,5
35833,67373,4
35837,67391,5
35839,67383,5
35842,67381,5
35851,67399,4
35847,67413,4
35853,67416,5
35856,67426,5
35872,67433,5
35863,67442,4
35869,67453,5
35883,67464,5
35885,67474,5
35891,67482,5
35903,67493,4
35909,67507,5
35906,67508,5
35911,67512,5
35908,67517,5
35914,67522,4
35914,67529,5
35919,67543,5
35926,67551,5
35942,67549,5
35932,67558,4
35939,67557,5
35938,67551,5
35934,67559,5
35943,67552,4
35942,67560,4
35946,67563,5
35942,67562,5
35945,67564,5
35952,67563,4
35949,67565,5
35941,67567,5
35939,67567,5
35947,67568,5
35949,67576,4
35958,67574,5
35947,67582,5
35957,67590,5
35961,67587,5
35959,67599,5
35967,67609,4
35963,67612,5
35983,67614,5
35975,67635,5
35984,67637,4
35991,67644,5
35988,67646,5
35993,67650,5
35996,67648,5
36002,67649,4
35990,67649,5
35973,67649,5
35992,67657,5
35995,67650,4
36000,67650,5
35960,67649,5
35993,67641,5
35995,67645,5
35994,67646,4
35951,67646,5
35997,67652,5
35993,67662,4
36004,67657,5
36008,67661,4
36004,67672,6
36007,67676,3
36013,67668,5
36038,67668,5
35997,67649,4
35993,67652,5
35991,67632,5
36031,67628,5
35983,67631,5
35985,67617,4
35990,67627,5
36005,67629,5
35979,67620,5
35989,67632,4
35994,67636,4
35990,67632,5
35996,67642,5
35990,67642,5
36007,67652,4
36003,67628,5
36000,67659,5
35997,67655,6
36015,67657,4
35999,67625,4
36004,67662,5
36007,67665,5
36010,67663,5
36015,67637,5
36005,67660,4
36017,67663,5
36002,67671,5
36006,67686,5
36013,67667,5
36016,67670,4
36013,67669,5
36018,67726,5
36011,67690,5
36018,67694,4
36025,67692,4
36028,67731,5
36021,67689,5
36027,67695,5
36022,67704,5
36031,67717,4
36033,67704,5
36024,67711,5
36027,67702,6
36029,67715,3
36028,67718,5
36033,67717,5
36037,67706,5
36032,67709,5
