Yaw,Pitch,Roll,AX,AY,AZ,GX,GY,GZ
-155.06,28.55,-80.80,3977,-7214,1186,0,-1,0
-155.07,28.54,-80.79,3976,-7211,1187,0,0,0
-155.07,28.54,-80.79,3976,-7207,1168,0,0,0
-155.07,28.54,-80.79,3988,-7212,1167,0,-1,-1
-155.07,28.54,-80.79,3981,-7215,1171,-1,-1,0
-155.07,28.54,-80.79,3983,-7216,1164,-1,-1,0
-155.06,28.55,-80.80,3977,-7216,1166,-1,-1,0
-155.07,28.54,-80.79,3977,-7222,1173,-1,-1,-1
-155.06,28.55,-80.80,3979,-7218,1169,0,-1,-1
-155.05,28.56,-80.80,3984,-7211,1162,0,-1,-1
-155.05,28.56,-80.80,3986,-7208,1163,0,0,-1
-155.05,28.56,-80.80,3985,-7209,1172,-1,-1,0
-155.05,28.56,-80.80,3976,-7209,1165,0,-1,0
-155.05,28.56,-80.80,3977,-7212,1162,-1,-1,0
-155.06,28.55,-80.80,3976,-7214,1163,0,0,0
-155.06,28.55,-80.79,3977,-7221,1163,0,-1,0
-155.07,28.54,-80.79,3979,-7223,1174,0,-1,-1
-155.07,28.55,-80.79,3975,-7220,1167,0,-1,-1
-155.06,28.55,-80.79,3982,-7216,1171,-1,-1,-1
-155.05,28.56,-80.80,3978,-7212,1161,-1,-1,-1
-155.05,28.56,-80.80,3974,-7203,1161,-1,-1,-1
-155.05,28.56,-80.81,3976,-7204,1165,-1,0,0
-155.05,28.56,-80.80,3980,-7208,1166,-1,0,0
-155.06,28.55,-80.80,3979,-7223,1161,0,0,0
-155.06,28.55,-80.80,3975,-7224,1163,-1,0,0
-155.06,28.55,-80.80,3975,-7222,1165,-1,0,-1
-155.06,28.54,-80.81,3973,-7222,1161,-1,0,-1
-155.05,28.55,-80.82,3976,-7217,1159,-1,0,-1
-155.05,28.55,-80.82,3978,-7207,1161,-1,0,-1
-155.03,28.56,-80.83,3984,-7218,1150,-1,0,-1
-155.03,28.56,-80.83,3976,-7216,1170,-1,0,0
-155.03,28.55,-80.84,3990,-7222,1179,-1,0,-1
-155.03,28.55,-80.84,3978,-7232,1174,-1,0,-1
-155.02,28.56,-80.86,3997,-7224,1161,-1,0,-1
-155.00,28.57,-80.87,3975,-7227,1170,-1,0,-1
-155.00,28.57,-80.88,3981,-7210,1177,-1,0,-1
-155.00,28.57,-80.87,3979,-7211,1172,0,0,0
-155.00,28.56,-80.87,3983,-7211,1160,-1,0,0
-155.00,28.56,-80.86,3983,-7219,1157,0,0,0
