BR
23504
23440
23104
23120
23168
23232
23344
23360
23360
23440
23472
23472
23488
23568
23600
25504
25616
25696
25792
25648
25504
25504
25552
25568
25568
25504
25536
25520
25520
25520
25536
25584
25536
25520
25536
25504
25536
25504
25552
25552
25552
25520
25520
25472
25504
25536
25520
25520
25536
25504
25504
25568
25760
25728
25552
25488
25552
25600
25632
25648
25680
25680
25680
25680
25648
25664
25664
25664
25696
25664
25728
25648
25616
25632
25680
25648
25664
25632
25632
25728
25712
25632
25744
25664
25600
25680
25808
25968
25792
25680
25616
25696
25696
25712
25712
25728
25696
25664
25760
25744
25712
25728
25680
25744
25728
25760
25744
25712
25776
25792
25696
25664
25760
25792
25744
25728
25728
25728
25744
25584
25680
25808
25936
25824
25632
25632
25664
25808
25776
25712
25648
25680
25664
25648
25680
25664
25712
25648
25632
25632
25696
25600
25600
25632
25584
25632
25552
25520
25552
25552
25536
25488
25472
25488
25456
25488
25648
25664
25568
25456
25376
25520
25536
25552
25600
25536
25568
25616
25600
25600
25616
25648
25616
25632
25648
25632
25680
25616
25696
25680
25632
25680
25696
25712
25616
25712
25616
25680
25584
25552
25552
25760
25920
25728
25632
25568
25616
25680
25648
25616
25600
25648
25648
25616
25568
25600
25632
25648
25600
25584
25616
25616
25648
25584
25616
25600
25568
25632
25552
25568
25568
25536
25600
25520
25440
25536
25632
25776
25632
25520
25488
25552
25520
25600
25536
25584
25552
25552
25520
25504
25600
25520
25520
25536
25552
25568
25584
25520
25552
25648
25584
25600
25584
25648
25648
25600
25664
25616
25664
25584
25632
25664
25840
25792
25664
25616
25600
25664
25680
25696
25680
25696
25680
25648
25680
25648
25712
25680
25728
25760
25696
25712
25728
25712
25664
25744
25728
25696
25680
25760
25712
25744
25696
25712
25712
25600
25792
25920
25888
25728
25696
25680
25728
25808
25728
25744
25824
25808
25760
25776
25712
25792
25856
25824
25792
25792
25792
25808
25808
25776
25776
25760
25856
25824
25776
25808
25824
25760
25808
25776
25680
25744
25968
25952
25728
25696
25728
25744
25728
25712
25760
25696
25696
25712
25680
25680
25712
25728
25728
25664
25696
25728
25712
25696
25792
25776
25776
25776
25792
25824
25776
25808
25824
25760
25664
25680
25744
25968
25856
25760
25664
25744
25760
25728
25696
25712
25792
25744
25744
25728
25728
25808
25760
25712
25712
25696
25776
25744
25680
25696
25728
25664
25664
25632
25664
25712
25632
25696
25680
25536
25632
25760
25792
25664
25632
25584
25632
25648
25664
25680
25664
25600
25664
25616
25632
25616
25616
25616
25632
25664
25632
25600
25600
25648
25664
25632
25552
25600
25568
25632
25600
25584
25568
25520
25520
25552
25728
25680
25568
25536
25552
25568
25648
25648
25664
25568
25616
25600
25664
25616
25696
25664
25664
25728
25712
25744
25696
25696
25696
25680
25744
25664
25760
25712
25728
25728
25728
25696
25680
25744
25840
26016
25824
25760
25664
25760
25792
25712
25744
25776
25824
25760
25728
25760
25744
25808
25792
25792
25760
25744
25744
25760
25696
25744
25824
25824
25776
25824
25792
25792
25808
25728
25744
25632
25696
25824
25968
25744
25680
25680
25696
25776
25728
25728
25744
25744
25760
25712
25712
25680
25712
25648
25712
25632
25632
25632
25616
25664
25600
25664
25600
25568
25552
25600
25472
25440
25408
25376
25264
25376
25520
25520
25424
25376
25472
25552
25632
25632
25648
25744
25744
25696
25728
25712
25712
25712
25776
25680
25744
25744
25648
25712
25760
25744
25728
25696
25760
25728
25760
25712
25696
25696
25680
25680
25776
25936
25760
25664
25600
25696
25664
25696
25680
25696
25680
25680
25648
25616
25616
25632
25664
25632
25632
25600
25648
25584
25680
25648
25568
25632
25552
25584
25600
25520
25552
25616
25520
25456
25536
25632
25808
25664
25600
25504
25584
25552
25584
25536
25600
25568
25648
25552
25616
25568
25552
25600
25616
25536
25584
25520
25536
25584
25600
25568
25616
25600
25600
25664
25648
25568
25568
25584
25536
25616
25760
25808
25712
25584
25584
25680
25648
25712
25648
25744
25680
25760
25728
25728
25664
25760
25728
25696
25664
25712
25760
25712
25760
25744
25728
25728
25680
25792
25728
25792
25776
25760
25680
25600
25728
25840
25904
25808
25696
25696
25728
25776
25744
25760
25680
25760
25712
25792
25712
25744
25728
25728
25744
25728
25792
25744
25792
25728
25776
25776
25728
25712
25728
25792
25760
25680
25680
25680
25536
25696
25760
25856
25632
25536
25584
25648
25648
25648
25648
25616
25584
25600
25600
25600
25568
25552
25520
25536
25552
25568
25552
25536
25552
25600
25568
25616
25600
25664
25648
25696
25648
25632
25632
25568
25696
25792
25808
25712
25632
25616
25744
25680
25664
25712
25744
25776
25712
25696
25776
25696
25760
25680
25680
25744
25744
25728
25728
25680
25680
25712
25632
25648
25696
25712
25680
25664
25616
25632
25520
25632
25824
25808
25632
25616
25584
25584
25584
25648
25680
25616
25600
25584
25584
25632
25600
25568
25584
25584
25584
25568
25552
25568
25584
25488
25536
25520
25584
25536
25600
25520
25536
25568
25472
25440
25568
25712
25600
25536
25456
25488
25568
25536
25520
25568
25520
25504
25600
25568
25568
25600
25632
25632
25632
25632
25632
25632
25664
25632
25616
25696
25680
25712
25600
25760
25696
25664
25696
25616
25600
25648
25792
25856
25744
25616
25616
25712
25696
25776
25744
25696
25760
25744
25744
25664
25776
25728
25744
25792
25696
25728
25696
25712
25728
25712
25664
25712
25728
25744
25808
25712
25744
25680
25680
25600
25696
25872
25904
25776
25696
25616
25680
25728
25776
25728
25744
25712
25712
25680
25760
25680
25696
25728
25728
25712
25712
25744
25712
25648
25664
25696
25712
25680
25680
25680
25712
25664
25664
25584
25600
25680
25776
25824
25616
25536
25600
25600
25632
25632
25600
25600
25552
25568
25584
25520
25520
25552
25472
25568
25488
25552
25504
25584
25632
25600
25648
25648
25632
25696
25744
25712
25664
25632
25632
25600
25728
25840
25872
25728
25616
25600
25712
25728
25664
25696
25632
25728
25632
25680
25648
25616
25648
25664
25664
25648
25584
25632
25648
25632
25664
25584
25632
25632
25648
25632
25680
25632
25600
25536
25504
25632
25712
25760
25552
25520
25568
25568
25616
25616
25616
25536
25600
25632
25552
25568
25552
25504
25552
25584
25632
25488
25536
25536
25504
25552
25520
25536
25552
25584
25584
25536
25488
25520
25440
25440
25632
25712
25744
25552
25504
25552
25632
25632
25616
25648
25664
25648
25712
25648
25632
25696
25696
25728
25712
25712
25680
25760
25760
25760
25760
25728
25696
25712
25744
25808
25728
25776
25744
25696
25632
25664
25856
25888
25792
25776
25728
25776
25744
25744
25792
25792
25808
25744
25840
25808
25808
25840
25760
25808
25824
25856
25840
25808
25792
25776
25728
25792
25824
25744
25824
25856
25824
25824
25680
25664
25744
25904
25968
25776
25712
25680
25760
25760
25760
25792
25776
25760
25744
25776
25728
25776
25824
25776
25824
25808
25808
25760
25744
25760
25760
25792
25792
25760
25840
25792
25760
25728
25680
25760
25616
25728
25808
25856
25728
25568
25584
25664
25664
25680
25648
25632
25664
25600
25616
25680
25632
25600
25632
25696
25728
25712
25728
25744
25696
25728
25792
25792
25712
25792
25776
25728
25760
25792
25648
25744
25728
25920
25840
25728
25600
25712
25824
25744
25728
25792
25744
25744
25760
25776
25712
25760
25744
25760
25744
25760
25728
25696
25680
25712
25696
25696
25696
25744
25696
25728
25680
25712
25712
25680
25664
25760
25888
25792
25648
25616
25680
25696
25680
25712
25664
25616
25680
25616
25648
25664
25680
25616
25664
25632
25632
25600
25632
25664
25632
25648
25632
25584
25632
25600
25616
25616
25616
25648
25600
25536
25664
25824
25760
25648
25584
25664
25664
25712
25712
25696
25680
25712
25744
25712
25712
25744
25760
25696
25728
25728
25760
25808
25808
25776
25792
25760
25776
25728
25808
25776
25824
25792
25760
25712
25696
25776
25984
25984
25808
25776
25760
25840
25808
25792
25824
25824
25808
25856
25824
25808
25824
25792
25840
25824
25824
25808
25824
25808
25808
25840
25792
25872
25824
25808
25840
25776
25840
25776
25696
25744
25792
25984
25968
25840
25712
25824
25856
25888
25808
25872
25872
25840
25856
25840
25824
25840
25808
25840
25824
25808
25824
25776
25792
25808
25760
25808
25744
25776
25792
25632
25632
25648
25632
25520
25536
25536
25744
25648
25488
25376
25424
25488
25520
25584
25648
25648
25680
25696
25712
25808
25760
25712
25792
25824
25792
25840
25776
25760
25840
25808
25776
25792
25792
25840
25760
25840
25760
25744
25712
25712
25840
25984
25808
25712
25680
25792
25744
25776
25760
25728
25696
25696
25728
25728
25760
25712
25696
25744
25696
25728
25712
25696
25760
25696
25744
25696
25648
25664
25728
25728
25696
25664
25616
25584
25552
25744
25936
25664
25568
25584
25600
25680
25616
25648
25616
25616
25680
25632
25616
25600
25616
25632
25632
25552
25568
25552
25568
25648
25536
25600
25568
25536
25552
25648
25600
25600
25616
25568
25504
25568
25696
25824
25648
25552
25568
25648
25728
25648
25664
25680
25712
25680
25648
25696
25712
25712
25696
25712
25776
25712
25760
25728
25760
25712
25760
25776
25792
25776
25840
25808
25808
25760
25712
25664
25776
25872
25952
25856
25712
25776
25872
25792
25840
25792
25888
25840
25776
25840
25872
25904
25792
25760
