Yaw,Pitch,Roll,AX,AY,AZ,GX,GY,GZ
-165.46,150.89,-112.90,4065,-6738,-2857,-1,0,-1
-165.45,150.88,-112.90,4067,-6732,-2853,-1,0,-1
-165.46,150.88,-112.91,4069,-6728,-2859,0,0,0
-165.45,150.88,-112.90,4075,-6729,-2855,0,-1,-1
-165.45,150.88,-112.90,4084,-6725,-2845,0,-1,-1
-165.45,150.88,-112.90,4083,-6730,-2844,-1,0,-1
-165.45,150.88,-112.91,4072,-6733,-2842,-1,0,-1
-165.45,150.88,-112.91,4076,-6738,-2854,-1,-1,-1
-165.45,150.88,-112.91,4073,-6731,-2854,0,-1,0
-165.45,150.88,-112.91,4082,-6727,-2847,0,-1,0
-165.45,150.88,-112.91,4075,-6730,-2851,0,-1,-1
-165.45,150.88,-112.91,4074,-6740,-2856,-1,0,-1
-165.45,150.88,-112.91,4075,-6740,-2849,-1,0,-1
-165.45,150.88,-112.91,4070,-6728,-2850,0,-1,0
-165.44,150.87,-112.91,4073,-6735,-2857,0,-1,-1
-165.44,150.87,-112.91,4076,-6739,-2860,-1,-1,-1
-165.45,150.88,-112.91,4073,-6739,-2854,0,0,0
-165.45,150.88,-112.91,4071,-6730,-2847,-1,-1,-1
-165.45,150.87,-112.92,4077,-6735,-2859,-1,-1,-1
-165.44,150.87,-112.91,4082,-6744,-2857,0,0,-1
-165.44,150.87,-112.91,4078,-6741,-2851,0,-1,0
-165.44,150.88,-112.90,4074,-6733,-2845,0,-1,0
-165.44,150.88,-112.91,4075,-6720,-2834,-1,-1,-1
-165.44,150.87,-112.92,4083,-6721,-2849,-1,0,-1
-165.44,150.86,-112.93,4085,-6733,-2865,-1,0,-1
-165.44,150.85,-112.92,4069,-6734,-2884,0,0,0
-165.45,150.87,-112.92,4066,-6741,-2872,0,-1,0
-165.45,150.87,-112.92,4065,-6738,-2854,0,-1,0
-165.44,150.87,-112.92,4070,-6731,-2831,-1,0,-1
-165.45,150.87,-112.92,4069,-6737,-2836,-1,0,-1
-165.45,150.86,-112.92,4071,-6732,-2855,-1,0,-1
-165.45,150.86,-112.92,4075,-6732,-2872,-1,-1,0
-165.44,150.86,-112.92,4076,-6733,-2869,0,-1,-1
-165.44,150.86,-112.93,4078,-6733,-2857,0,-1,-1
-165.44,150.86,-112.92,4079,-6731,-2848,0,0,-1
-165.45,150.86,-112.93,4074,-6729,-2841,-1,0,-1
-165.44,150.85,-112.93,4074,-6724,-2850,-1,0,-1
-165.44,150.85,-112.93,4080,-6731,-2853,0,-1,-1
-165.44,150.86,-112.93,4076,-6732,-2848,0,-1,0
-165.44,150.86,-112.93,4069,-6729,-2857,0,-1,0
-165.45,150.87,-112.94,4063,-6725,-2847,-1,-1,-1
-165.45,150.87,-112.94,4064,-6729,-2855,0,0,-1
-165.45,150.87,-112.94,4063,-6735,-2857,0,-1,-1
-165.45,150.87,-112.94,4067,-6733,-2855,0,-1,-1
-165.45,150.87,-112.94,4067,-6732,-2853,0,-1,0
-165.46,150.87,-112.94,4054,-6725,-2849,-1,-1,-1
-165.46,150.87,-112.94,4061,-6729,-2838,-1,0,-1
-165.46,150.86,-112.94,4071,-6727,-2844,-1,0,-1
-165.45,150.86,-112.95,4081,-6723,-2856,-1,0,-1
-165.45,150.86,-112.95,4078,-6720,-2860,0,-1,-1
-165.46,150.86,-112.95,4074,-6717,-2858,0,-1,0
-165.46,150.87,-112.95,4071,-6719,-2848,0,-1,-1
-165.46,150.86,-112.96,4075,-6719,-2845,-1,0,-1
-165.46,150.86,-112.95,4075,-6725,-2843,-1,0,0
-165.46,150.86,-112.95,4072,-6722,-2851,-1,0,0
-165.46,150.86,-112.95,4072,-6727,-2856,0,-1,0
-165.47,150.87,-112.95,4078,-6725,-2856,0,-1,-1
-165.46,150.86,-112.96,4076,-6721,-2853,-1,0,-1
