Yaw,Pitch,Roll,AX,AY,AZ,GX,GY,GZ
-158.57,12.62,-71.17,1819,-7704,2614,0,0,-1
-158.57,12.62,-71.17,1819,-7698,2625,-1,0,-1
-158.57,12.62,-71.17,1804,-7701,2620,-1,0,0
-158.58,12.62,-71.18,1809,-7710,2630,-1,-1,0
-158.58,12.62,-71.18,1823,-7714,2616,0,-1,-1
-158.58,12.62,-71.18,1829,-7712,2615,0,0,-1
-158.57,12.62,-71.17,1827,-7697,2612,0,0,0
-158.57,12.62,-71.17,1825,-7694,2622,-1,-1,0
-158.58,12.61,-71.17,1829,-7693,2620,-1,-1,0
-158.59,12.61,-71.18,1821,-7702,2610,-1,-1,0
-158.59,12.61,-71.18,1817,-7711,2611,0,0,0
-158.59,12.61,-71.17,1814,-7706,2614,0,-1,0
-158.59,12.61,-71.17,1815,-7694,2634,0,0,0
-158.59,12.61,-71.17,1818,-7704,2624,-1,-1,0
-158.59,12.60,-71.17,1829,-7715,2615,0,0,0
-158.59,12.60,-71.15,1820,-7703,2618,0,-1,0
-158.59,12.60,-71.14,1825,-7705,2619,0,-1,0
-158.59,12.59,-71.14,1808,-7686,2620,0,-1,0
-158.60,12.59,-71.14,1824,-7692,2629,0,-1,0
-158.60,12.59,-71.13,1815,-7698,2609,0,-1,0
-158.61,12.58,-71.13,1820,-7713,2621,0,-1,0
-158.61,12.57,-71.12,1816,-7710,2620,0,0,0
-158.62,12.57,-71.11,1805,-7704,2638,0,-1,0
-158.62,12.56,-71.10,1805,-7701,2642,0,-1,0
-158.63,12.55,-71.10,1805,-7701,2636,0,-1,0
-158.63,12.54,-71.09,1807,-7698,2635,-1,-1,0
-158.64,12.54,-71.09,1799,-7707,2624,0,-1,0
-158.64,12.54,-71.08,1816,-7700,2640,0,-1,0
-158.64,12.53,-71.07,1813,-7692,2641,0,-1,0
-158.64,12.53,-71.06,1815,-7679,2649,0,-1,0
-158.65,12.52,-71.06,1813,-7681,2659,0,0,0
-158.67,12.51,-71.07,1811,-7683,2663,-1,-1,0
-158.68,12.50,-71.07,1797,-7690,2622,0,0,0
-158.69,12.50,-71.08,1822,-7701,2613,-1,-1,0
-158.68,12.50,-71.06,1813,-7703,2627,0,-1,0
-158.69,12.48,-71.05,1797,-7691,2653,0,0,0
-158.70,12.47,-71.04,1783,-7689,2630,0,-1,0
-158.70,12.46,-71.03,1803,-7683,2677,-1,-1,0
-158.72,12.45,-71.04,1786,-7695,2631,0,-1,0
-158.72,12.45,-71.04,1799,-7686,2638,-1,0,0
-158.72,12.45,-71.04,1799,-7701,2651,0,0,0
