file,start_idx,cluster
IMU\IMU149.csv,750,4
IMU\IMU149.csv,1000,4
IMU\IMU149.csv,1250,4
IMU\IMU150.csv,0,4
IMU\IMU150.csv,250,4
IMU\IMU150.csv,500,4
IMU\IMU150.csv,750,4
IMU\IMU150.csv,1000,4
IMU\IMU150.csv,1250,4
IMU\IMU151.csv,0,4
IMU\IMU151.csv,250,4
IMU\IMU151.csv,500,1
IMU\IMU151.csv,750,4
IMU\IMU151.csv,1000,4
IMU\IMU151.csv,1250,3
IMU\IMU152.csv,0,4
IMU\IMU152.csv,250,4
IMU\IMU152.csv,500,4
IMU\IMU152.csv,750,4
IMU\IMU152.csv,1000,1
IMU\IMU152.csv,1250,1
IMU\IMU153.csv,0,3
IMU\IMU153.csv,250,3
IMU\IMU153.csv,500,4
IMU\IMU153.csv,750,4
IMU\IMU153.csv,1000,4
IMU\IMU153.csv,1250,1
IMU\IMU154.csv,0,1
IMU\IMU154.csv,250,1
IMU\IMU154.csv,500,4
IMU\IMU154.csv,750,4
IMU\IMU154.csv,1000,4
IMU\IMU154.csv,1250,4
IMU\IMU155.csv,0,4
IMU\IMU155.csv,250,4
IMU\IMU155.csv,500,4
IMU\IMU155.csv,750,4
IMU\IMU155.csv,1000,4
IMU\IMU155.csv,1250,4
IMU\IMU156.csv,0,4
IMU\IMU156.csv,250,4
IMU\IMU156.csv,500,4
IMU\IMU156.csv,750,4
IMU\IMU156.csv,1000,4
IMU\IMU156.csv,1250,1
IMU\IMU157.csv,0,4
IMU\IMU157.csv,250,4
IMU\IMU157.csv,500,4
IMU\IMU157.csv,750,4
IMU\IMU157.csv,1000,4
IMU\IMU157.csv,1250,4
IMU\IMU200.csv,0,2
IMU\IMU200.csv,250,1
IMU\IMU200.csv,500,2
IMU\IMU200.csv,750,1
IMU\IMU200.csv,1000,0
IMU\IMU200.csv,1250,1
IMU\IMU201.csv,0,2
IMU\IMU201.csv,250,1
IMU\IMU201.csv,500,2
IMU\IMU201.csv,750,4
IMU\IMU201.csv,1000,1
IMU\IMU201.csv,1250,2
IMU\IMU202.csv,0,0
IMU\IMU202.csv,250,1
IMU\IMU202.csv,500,1
IMU\IMU202.csv,750,2
IMU\IMU202.csv,1000,1
IMU\IMU202.csv,1250,1
IMU\IMU203.csv,0,1
IMU\IMU203.csv,250,4
IMU\IMU203.csv,500,1
IMU\IMU203.csv,750,0
IMU\IMU203.csv,1000,4
IMU\IMU203.csv,1250,1
IMU\IMU204.csv,0,1
IMU\IMU204.csv,250,1
IMU\IMU204.csv,500,1
IMU\IMU204.csv,750,1
IMU\IMU204.csv,1000,1
IMU\IMU204.csv,1250,1
IMU\IMU205.csv,0,1
IMU\IMU205.csv,250,1
IMU\IMU205.csv,500,1
IMU\IMU205.csv,750,1
IMU\IMU205.csv,1000,1
IMU\IMU205.csv,1250,1
IMU\IMU206.csv,0,2
IMU\IMU206.csv,250,1
IMU\IMU206.csv,500,1
IMU\IMU206.csv,750,1
IMU\IMU206.csv,1000,1
IMU\IMU206.csv,1250,4
IMU\IMU207.csv,0,1
IMU\IMU207.csv,250,1
IMU\IMU207.csv,500,4
IMU\IMU207.csv,750,4
IMU\IMU207.csv,1000,1
IMU\IMU207.csv,1250,2
IMU\IMU208.csv,0,2
IMU\IMU208.csv,250,1
IMU\IMU208.csv,500,4
IMU\IMU208.csv,750,4
IMU\IMU208.csv,1000,2
IMU\IMU208.csv,1250,2
IMU\IMU209.csv,0,2
IMU\IMU209.csv,250,2
IMU\IMU209.csv,500,2
IMU\IMU209.csv,750,2
IMU\IMU209.csv,1000,1
IMU\IMU209.csv,1250,1
IMU\IMU210.csv,0,1
IMU\IMU210.csv,250,2
IMU\IMU210.csv,500,2
IMU\IMU210.csv,750,2
IMU\IMU210.csv,1000,2
IMU\IMU210.csv,1250,1
IMU\IMU211.csv,0,1
IMU\IMU211.csv,250,0
IMU\IMU211.csv,500,0
IMU\IMU211.csv,750,2
IMU\IMU211.csv,1000,2
IMU\IMU211.csv,1250,2
IMU\IMU212.csv,0,2
IMU\IMU212.csv,250,1
IMU\IMU212.csv,500,2
IMU\IMU212.csv,750,2
IMU\IMU212.csv,1000,2
IMU\IMU212.csv,1250,1
IMU\IMU213.csv,0,1
IMU\IMU213.csv,250,1
IMU\IMU213.csv,500,4
IMU\IMU213.csv,750,4
IMU\IMU213.csv,1000,1
IMU\IMU213.csv,1250,0
IMU\IMU214.csv,0,1
IMU\IMU214.csv,250,1
IMU\IMU214.csv,500,4
IMU\IMU214.csv,750,4
IMU\IMU214.csv,1000,4
IMU\IMU214.csv,1250,4
IMU\IMU215.csv,0,4
IMU\IMU215.csv,250,1
IMU\IMU215.csv,500,1
IMU\IMU215.csv,750,4
IMU\IMU215.csv,1000,1
IMU\IMU215.csv,1250,1
IMU\IMU216.csv,0,4
IMU\IMU216.csv,250,4
IMU\IMU216.csv,500,4
IMU\IMU216.csv,750,1
IMU\IMU216.csv,1000,4
IMU\IMU216.csv,1250,1
IMU\IMU217.csv,0,1
IMU\IMU217.csv,250,1
IMU\IMU217.csv,500,1
IMU\IMU217.csv,750,1
IMU\IMU217.csv,1000,1
IMU\IMU217.csv,1250,1
